date,beta,tstat,r2
2020-11-18,-0.181249517591531,-4.5472960057650065,0.026692256147120896
2020-11-19,-0.18117662509101579,-4.54222684239933,0.026634362325777095
2020-11-20,-0.18410849938886215,-4.615341905754995,0.027474968356302587
2020-11-23,-0.18530640697993808,-4.6444278482775525,0.02781269297393041
2020-11-24,-0.1875717647105426,-4.700120582853879,0.028464612646622256
2020-11-25,-0.19047119310515437,-4.846980818227263,0.030216627432498977
2020-11-26,-0.19398153901705129,-4.937341456944049,0.03131815302037355
2020-11-27,-0.19818442817829637,-5.065300605267613,0.03290839603718143
2020-11-30,-0.19947708343007017,-5.087817386861554,0.03319188901175807
2020-12-01,-0.19947456738606067,-5.080340885442419,0.0330976366418978
2020-12-02,-0.1991916735632259,-5.066712698176346,0.03292614262791038
2020-12-03,-0.20077358525762642,-5.1043840521597605,0.033401164470985734
2020-12-04,-0.20236367935779698,-5.161141121267209,0.034122600884186505
2020-12-07,-0.2041540118515508,-5.208945515591662,0.034735582091563466
2020-12-08,-0.20599525118877238,-5.25706637630466,0.03535753276060294
2020-12-09,-0.21028696603535246,-5.371854300220639,0.0368609149672654
2020-12-10,-0.21050265921918795,-5.372912264084451,0.03687490015115347
2020-12-11,-0.21046500756237202,-5.367399519360763,0.03680205315062057
2020-12-14,-0.2131079358397441,-5.428556342113229,0.037613760768503646
2020-12-15,-0.21590807433050158,-5.490385709728046,0.03844232992169572
2020-12-16,-0.2153198263070827,-5.4682764414390475,0.038145132220636535
2020-12-17,-0.21843800391644097,-5.546692809342637,0.03920379949949082
2020-12-18,-0.21969274433431069,-5.57802665145885,0.03963038006245567
2020-12-21,-0.21915444433709494,-5.56215174228427,0.03941400524600025
2020-12-22,-0.22049347984520962,-5.590627532945545,0.03980249929843893
2020-12-23,-0.22050585520455798,-5.5831117460265025,0.039699799583698625
2020-12-28,-0.22188751630691733,-5.611760509711793,0.04009189373139033
2020-12-29,-0.22187849364127635,-5.604779495962285,0.03999619445123814
2020-12-30,-0.22044254678640138,-5.564983815741783,0.03945256831703203
2021-01-04,-0.21846449264983345,-5.5133470560486755,0.038752055304561495
2021-01-05,-0.21664391697341784,-5.466799492796807,0.03812531494758209
2021-01-06,-0.21310151554616827,-5.3759612911811585,0.03691521825634658
2021-01-07,-0.2114950651134837,-5.331635999366368,0.03633101403700767
2021-01-08,-0.21012153064639336,-5.293492982681726,0.03583160237726024
2021-01-11,-0.20716815525370297,-5.226152847975776,0.03495741783490358
2021-01-12,-0.20551435756197536,-5.187914763812064,0.034465310849133624
2021-01-13,-0.20386240415043244,-5.1505626761477545,0.033987615850602726
2021-01-14,-0.20130996483887484,-5.09658602293405,0.033302583790517315
2021-01-15,-0.19929185982196765,-5.046952543648523,0.032678196011758476
2021-01-18,-0.19848903068152404,-5.038034998919424,0.032566576175404705
2021-01-19,-0.19624382200416407,-4.980271628124822,0.031847722890502306
2021-01-20,-0.1940061058921289,-4.932312134782903,0.03125637556175398
2021-01-21,-0.19211565392978916,-4.892232695136449,0.030766032293811363
2021-01-22,-0.18987128106104195,-4.848415422698416,0.03023397617875767
2021-01-26,-0.18653271758156803,-4.77239326141671,0.029320866169983306
2021-01-27,-0.18453197976367028,-4.723841373601743,0.028744371290134185
2021-01-28,-0.18153062078509963,-4.655671694502157,0.027943753676116345
2021-01-29,-0.17958687728564593,-4.6102608782433325,0.02741616490889187
2021-02-01,-0.1778112991062259,-4.573422487973242,0.026991555261843714
2021-02-02,-0.17677458343626606,-4.545271428184791,0.026669126964473322
2021-02-03,-0.1766142499252812,-4.539986473327546,0.026608793937687447
2021-02-04,-0.1760600856814788,-4.525748594676427,0.02644656654969213
2021-02-05,-0.1758538330252019,-4.525085494885732,0.026439022247086497
2021-02-08,-0.17516604294080235,-4.505232302523173,0.026213604087164888
2021-02-09,-0.17321661742170022,-4.459057363420081,0.025692756686229834
2021-02-10,-0.16987082134365022,-4.375377569389262,0.024761144930127155
2021-02-11,-0.16681997540118204,-4.293258418084274,0.02386238041085975
2021-02-12,-0.1665318486368789,-4.275670881242892,0.02367189265006031
2021-02-17,-0.161004770228697,-4.127336395025467,0.022093559696684584
2021-02-18,-0.15721579101312025,-4.030151219778213,0.021087030242438076
2021-02-19,-0.15438585485671086,-3.9529954838281935,0.02030358872576077
2021-02-22,-0.15276942616674744,-3.9090987369428034,0.019864070324965732
2021-02-23,-0.15137497856540486,-3.870446568081377,0.019480805337992124
2021-02-24,-0.15005666625704725,-3.836552866775599,0.0191476147449412
2021-02-25,-0.14909226429044195,-3.813135506604201,0.018918992305510196
2021-02-26,-0.14930586748006403,-3.821647238771943,0.019001942288825457
2021-03-01,-0.1507491249581609,-3.8623600731459895,0.019401065813684393
2021-03-02,-0.15121528466002415,-3.8790915476828998,0.01956622204228986
2021-03-03,-0.15095149896735646,-3.8780443356889407,0.019555865714719456
2021-03-04,-0.15122616671794128,-3.888540540418094,0.019659783698394162
2021-03-05,-0.15114894344181384,-3.887697852490508,0.019651431085955018
2021-03-08,-0.15138113768607325,-3.8942798753170957,0.019716715594350065
2021-03-09,-0.15115832528911755,-3.8887780173790767,0.019662137840199767
2021-03-10,-0.1508079757629071,-3.8821417562512304,0.0195964015458282
